id,term,event,censor,woman
218361,1,1,0,1
218362,1,0,0,1
218362,2,1,0,1
218363,1,1,0,1
218364,1,0,1,0
218364,2,0,1,0
218364,3,0,1,0
218364,4,0,1,0
218364,5,0,1,0
218365,1,0,1,0
218365,2,0,1,0
218365,3,0,1,0
218365,4,0,1,0
218365,5,0,1,0
218366,1,0,0,0
218366,2,1,0,0
219301,1,0,0,0
219301,2,0,0,0
219301,3,1,0,0
219302,1,0,0,1
219302,2,0,0,1
219302,3,0,0,1
219302,4,1,0,1
219303,1,0,1,1
219303,2,0,1,1
219303,3,0,1,1
219304,1,0,0,0
219304,2,0,0,0
219304,3,0,0,0
219304,4,1,0,0
219305,1,1,0,0
219306,1,0,0,1
219306,2,0,0,1
219306,3,0,0,1
219306,4,1,0,1
219307,1,0,0,1
219307,2,0,0,1
219307,3,0,0,1
219307,4,1,0,1
219308,1,0,0,1
219308,2,1,0,1
219309,1,0,0,1
219309,2,0,0,1
219309,3,0,0,1
219309,4,1,0,1
219312,1,0,0,0
219312,2,0,0,0
219312,3,0,0,0
219312,4,1,0,0
219314,1,0,0,1
219314,2,1,0,1
219315,1,0,1,1
219315,2,0,1,1
219315,3,0,1,1
219316,1,0,1,0
219316,2,0,1,0
219316,3,0,1,0
219316,4,0,1,0
219316,5,0,1,0
219319,1,0,0,0
219319,2,0,0,0
219319,3,0,0,0
219319,4,1,0,0
219320,1,0,0,1
219320,2,0,0,1
219320,3,1,0,1
219321,1,0,1,0
219321,2,0,1,0
219321,3,0,1,0
219321,4,0,1,0
219321,5,0,1,0
219323,1,0,0,1
219323,2,0,0,1
219323,3,0,0,1
219323,4,1,0,1
219324,1,0,1,1
219324,2,0,1,1
219324,3,0,1,1
219324,4,0,1,1
219324,5,0,1,1
219325,1,0,0,0
219325,2,0,0,0
219325,3,0,0,0
219325,4,0,0,0
219325,5,1,0,0
219326,1,0,0,0
219326,2,0,0,0
219326,3,1,0,0
219327,1,1,0,1
219328,1,0,0,0
219328,2,0,0,0
219328,3,1,0,0
219330,1,0,0,1
219330,2,0,0,1
219330,3,1,0,1
219332,1,0,0,1
219332,2,0,0,1
219332,3,1,0,1
219333,1,0,1,0
219333,2,0,1,0
219333,3,0,1,0
219334,1,0,0,1
219334,2,1,0,1
219336,1,0,0,1
219336,2,0,0,1
219336,3,1,0,1
219337,1,0,1,0
219337,2,0,1,0
219337,3,0,1,0
219338,1,0,1,0
219338,2,0,1,0
219338,3,0,1,0
219338,4,0,1,0
219338,5,0,1,0
219339,1,0,1,0
219339,2,0,1,0
219339,3,0,1,0
219339,4,0,1,0
219339,5,0,1,0
219340,1,0,1,0
219340,2,0,1,0
219340,3,0,1,0
219340,4,0,1,0
219340,5,0,1,0
219341,1,0,0,0
219341,2,1,0,0
219343,1,0,0,1
219343,2,0,0,1
219343,3,0,0,1
219343,4,1,0,1
219344,1,0,0,1
219344,2,0,0,1
219344,3,0,0,1
219344,4,1,0,1
219345,1,0,0,1
219345,2,0,0,1
219345,3,0,0,1
219345,4,0,0,1
219345,5,1,0,1
219346,1,0,0,0
219346,2,1,0,0
219347,1,0,1,1
219347,2,0,1,1
219347,3,0,1,1
219348,1,0,0,1
219348,2,0,0,1
219348,3,0,0,1
219348,4,0,0,1
219348,5,1,0,1
219349,1,0,1,0
219349,2,0,1,0
219349,3,0,1,0
219349,4,0,1,0
219349,5,0,1,0
219350,1,0,0,1
219350,2,0,0,1
219350,3,1,0,1
219351,1,0,1,1
219351,2,0,1,1
219351,3,0,1,1
219351,4,0,1,1
219351,5,0,1,1
219352,1,0,0,1
219352,2,1,0,1
219353,1,0,1,0
219353,2,0,1,0
219353,3,0,1,0
219353,4,0,1,0
219353,5,0,1,0
219355,1,0,0,0
219355,2,1,0,0
219356,1,0,1,1
219356,2,0,1,1
219356,3,0,1,1
219357,1,0,1,0
219357,2,0,1,0
219357,3,0,1,0
219357,4,0,1,0
219357,5,0,1,0
219358,1,0,1,0
219358,2,0,1,0
219358,3,0,1,0
219359,1,0,1,0
219359,2,0,1,0
219359,3,0,1,0
219364,1,0,0,1
219364,2,1,0,1
219365,1,1,0,0
219367,1,0,0,1
219367,2,0,0,1
219367,3,0,0,1
219367,4,0,0,1
219367,5,1,0,1
219368,1,0,1,0
219368,2,0,1,0
219368,3,0,1,0
219368,4,0,1,0
219368,5,0,1,0
219369,1,0,1,0
219369,2,0,1,0
219369,3,0,1,0
219370,1,0,0,1
219370,2,0,0,1
219370,3,1,0,1
219372,1,0,1,1
219372,2,0,1,1
219372,3,0,1,1
219372,4,0,1,1
219372,5,0,1,1
220301,1,0,1,0
220302,1,1,0,1
220303,1,0,1,0
220303,2,0,1,0
220303,3,0,1,0
220305,1,0,1,1
220306,1,0,1,1
220306,2,0,1,1
220306,3,0,1,1
220307,1,0,1,1
220308,1,0,0,1
220308,2,0,0,1
220308,3,1,0,1
220309,1,0,0,1
220309,2,0,0,1
220309,3,0,0,1
220309,4,1,0,1
220310,1,1,0,0
220311,1,1,0,0
220312,1,1,0,0
220314,1,0,0,0
220314,2,1,0,0
220316,1,1,0,1
220317,1,0,0,1
220317,2,1,0,1
220318,1,0,0,1
220318,2,0,0,1
220318,3,1,0,1
220319,1,1,0,0
220320,1,0,0,1
220320,2,1,0,1
220321,1,0,1,0
220321,2,0,1,0
220321,3,0,1,0
220325,1,0,1,1
220326,1,0,1,0
220326,2,0,1,0
220327,1,0,0,1
220327,2,0,0,1
220327,3,0,0,1
220327,4,1,0,1
220328,1,0,0,0
220328,2,1,0,0
220329,1,1,0,0
220331,1,0,1,0
220331,2,0,1,0
220335,1,0,1,0
220335,2,0,1,0
220335,3,0,1,0
220335,4,0,1,0
220335,5,0,1,0
220336,1,1,0,1
220338,1,0,0,0
220338,2,1,0,0
220341,1,0,0,1
220341,2,1,0,1
220342,1,1,0,1
220344,1,0,1,1
220344,2,0,1,1
220344,3,0,1,1
220345,1,0,0,0
220345,2,0,0,0
220345,3,0,0,0
220345,4,1,0,0
220346,1,0,1,0
220346,2,0,1,0
220346,3,0,1,0
220347,1,0,1,0
220348,1,0,0,0
220348,2,1,0,0
220349,1,1,0,1
220350,1,0,0,0
220350,2,0,0,0
220350,3,0,0,0
220350,4,1,0,0
220351,1,0,0,0
220351,2,1,0,0
220352,1,0,0,0
220352,2,1,0,0
220353,1,0,0,1
220353,2,0,0,1
220353,3,0,0,1
220353,4,0,0,1
220353,5,1,0,1
220355,1,1,0,1
220357,1,0,0,0
220357,2,1,0,0
220360,1,0,0,1
220360,2,0,0,1
220360,3,1,0,1
220366,1,0,0,1
220366,2,1,0,1
220369,1,0,1,0
220369,2,0,1,0
220369,3,0,1,0
221302,1,0,1,1
221302,2,0,1,1
221304,1,0,1,1
221304,2,0,1,1
221305,1,0,1,0
221305,2,0,1,0
221306,1,0,1,1
221308,1,0,1,0
221311,1,0,0,0
221311,2,0,0,0
221311,3,1,0,0
221312,1,0,1,1
221312,2,0,1,1
221313,1,0,1,1
221314,1,0,1,0
221315,1,0,1,1
221316,1,0,1,1
221318,1,0,0,0
221318,2,0,0,0
221318,3,0,0,0
221318,4,1,0,0
221320,1,0,1,1
221321,1,0,1,1
221321,2,0,1,1
221321,3,0,1,1
221321,4,0,1,1
221321,5,0,1,1
221324,1,0,1,0
221327,1,0,0,0
221327,2,0,0,0
221327,3,1,0,0
221329,1,0,1,1
221330,1,0,0,0
221330,2,0,0,0
221330,3,1,0,0
221331,1,0,1,1
221331,2,0,1,1
221332,1,0,0,0
221332,2,0,0,0
221332,3,1,0,0
221333,1,0,0,1
221333,2,0,0,1
221333,3,1,0,1
221335,1,0,0,1
221335,2,0,0,1
221335,3,0,0,1
221335,4,1,0,1
221336,1,0,1,0
221338,1,0,0,1
221338,2,0,0,1
221338,3,1,0,1
221339,1,0,1,0
221339,2,0,1,0
221343,1,0,1,1
221343,2,0,1,1
221345,1,0,1,0
221348,1,0,1,0
221350,1,0,0,1
221350,2,0,0,1
221350,3,1,0,1
221352,1,0,0,0
221352,2,0,0,0
221352,3,1,0,0
221354,1,0,1,0
221354,2,0,1,0
221354,3,0,1,0
221355,1,0,0,0
221355,2,0,0,0
221355,3,1,0,0
221356,1,0,0,1
221356,2,0,0,1
221356,3,1,0,1
221357,1,0,1,1
221362,1,0,1,0
221362,2,0,1,0
221363,1,0,0,1
221363,2,0,0,1
221363,3,1,0,1
221368,1,0,1,0
221368,2,0,1,0
221368,3,0,1,0
221368,4,0,1,0
221368,5,0,1,0
222302,1,0,1,0
222302,2,0,1,0
222302,3,0,1,0
222302,4,0,1,0
222302,5,0,1,0
222309,1,0,0,1
222309,2,1,0,1
222311,1,0,1,1
222311,2,0,1,1
222311,3,0,1,1
222313,1,0,1,1
222313,2,0,1,1
222313,3,0,1,1
222313,4,0,1,1
222313,5,0,1,1
222314,1,0,0,1
222314,2,0,0,1
222314,3,1,0,1
222315,1,0,1,0
222315,2,0,1,0
222315,3,0,1,0
222318,1,0,1,0
222318,2,0,1,0
222318,3,0,1,0
222318,4,0,1,0
222318,5,0,1,0
222323,1,0,0,1
222323,2,1,0,1
222331,1,0,0,1
222331,2,1,0,1
222333,1,0,0,1
222333,2,1,0,1
222334,1,0,1,0
222334,2,0,1,0
222334,3,0,1,0
222336,1,1,0,1
222339,1,0,0,1
222339,2,1,0,1
222348,1,0,1,0
222348,2,0,1,0
222348,3,0,1,0
222351,1,0,0,1
222351,2,1,0,1
222353,1,0,0,1
222353,2,1,0,1
222357,1,0,0,0
222357,2,1,0,0
222363,1,0,1,0
222363,2,0,1,0
222363,3,0,1,0
222364,1,0,1,1
222364,2,0,1,1
222364,3,0,1,1
222365,1,0,0,0
222365,2,0,0,0
222365,3,1,0,0
222366,1,0,0,1
222366,2,1,0,1
222368,1,0,1,1
222368,2,0,1,1
222368,3,0,1,1
222374,1,0,0,0
222374,2,0,0,0
222374,3,0,0,0
222374,4,0,0,0
222374,5,1,0,0
222378,1,1,0,0
222389,1,0,1,0
223302,1,0,1,0
223302,2,0,1,0
223302,3,0,1,0
223302,4,0,1,0
223302,5,0,1,0
223303,1,0,0,0
223303,2,1,0,0
223304,1,0,0,1
223304,2,0,0,1
223304,3,0,0,1
223304,4,0,0,1
223304,5,1,0,1
223305,1,0,0,1
223305,2,0,0,1
223305,3,0,0,1
223305,4,0,0,1
223305,5,1,0,1
223306,1,0,0,0
223306,2,0,0,0
223306,3,0,0,0
223306,4,1,0,0
223307,1,0,0,0
223307,2,1,0,0
223310,1,0,0,1
223310,2,1,0,1
223311,1,0,1,1
223311,2,0,1,1
223311,3,0,1,1
223311,4,0,1,1
223311,5,0,1,1
223312,1,0,0,0
223312,2,0,0,0
223312,3,0,0,0
223312,4,1,0,0
223313,1,0,0,0
223313,2,1,0,0
223314,1,0,0,1
223314,2,0,0,1
223314,3,1,0,1
223315,1,0,1,0
223315,2,0,1,0
223315,3,0,1,0
223316,1,0,0,0
223316,2,0,0,0
223316,3,1,0,0
223317,1,0,0,1
223317,2,0,0,1
223317,3,0,0,1
223317,4,1,0,1
223318,1,0,0,1
223318,2,0,0,1
223318,3,0,0,1
223318,4,1,0,1
223319,1,0,1,0
223319,2,0,1,0
223319,3,0,1,0
223319,4,0,1,0
223319,5,0,1,0
223320,1,0,0,0
223320,2,0,0,0
223320,3,1,0,0
223322,1,0,0,0
223322,2,0,0,0
223322,3,0,0,0
223322,4,1,0,0
223323,1,0,1,1
223323,2,0,1,1
223323,3,0,1,1
223323,4,0,1,1
223323,5,0,1,1
223324,1,0,0,1
223324,2,0,0,1
223324,3,0,0,1
223324,4,1,0,1
223325,1,0,1,0
223325,2,0,1,0
223325,3,0,1,0
223325,4,0,1,0
223325,5,0,1,0
223326,1,0,0,0
223326,2,1,0,0
223327,1,0,1,1
223327,2,0,1,1
223327,3,0,1,1
223327,4,0,1,1
223327,5,0,1,1
223328,1,0,0,1
223328,2,1,0,1
223329,1,0,0,0
223329,2,0,0,0
223329,3,0,0,0
223329,4,1,0,0
223330,1,0,0,1
223330,2,0,0,1
223330,3,0,0,1
223330,4,1,0,1
223331,1,0,1,1
223331,2,0,1,1
223331,3,0,1,1
223333,1,0,0,1
223333,2,1,0,1
223334,1,0,0,0
223334,2,0,0,0
223334,3,0,0,0
223334,4,0,0,0
223334,5,1,0,0
223335,1,0,0,1
223335,2,0,0,1
223335,3,1,0,1
223336,1,0,1,0
223336,2,0,1,0
223336,3,0,1,0
223337,1,0,0,0
223337,2,0,0,0
223337,3,0,0,0
223337,4,0,0,0
223337,5,1,0,0
223338,1,0,1,0
223338,2,0,1,0
223338,3,0,1,0
223339,1,0,0,0
223339,2,0,0,0
223339,3,1,0,0
223340,1,0,0,0
223340,2,1,0,0
223341,1,0,1,1
223341,2,0,1,1
223341,3,0,1,1
223341,4,0,1,1
223341,5,0,1,1
223342,1,0,0,1
223342,2,0,0,1
223342,3,0,0,1
223342,4,0,0,1
223342,5,1,0,1
223343,1,0,0,0
223343,2,0,0,0
223343,3,0,0,0
223343,4,0,0,0
223343,5,1,0,0
223344,1,0,1,1
223344,2,0,1,1
223344,3,0,1,1
223344,4,0,1,1
223344,5,0,1,1
223345,1,1,0,1
223346,1,1,0,0
223347,1,0,0,1
223347,2,0,0,1
223347,3,1,0,1
223348,1,0,0,1
223348,2,0,0,1
223348,3,1,0,1
223349,1,0,0,1
223349,2,0,0,1
223349,3,0,0,1
223349,4,1,0,1
223350,1,0,1,1
223350,2,0,1,1
223350,3,0,1,1
223350,4,0,1,1
223350,5,0,1,1
223351,1,0,0,0
223351,2,0,0,0
223351,3,0,0,0
223351,4,0,0,0
223351,5,1,0,0
223352,1,0,1,0
223352,2,0,1,0
223352,3,0,1,0
223352,4,0,1,0
223352,5,0,1,0
223353,1,0,0,0
223353,2,0,0,0
223353,3,0,0,0
223353,4,1,0,0
223354,1,0,0,1
223354,2,0,0,1
223354,3,1,0,1
223355,1,0,1,1
223355,2,0,1,1
223356,1,0,0,0
223356,2,0,0,0
223356,3,1,0,0
223357,1,0,0,0
223357,2,0,0,0
223357,3,0,0,0
223357,4,0,0,0
223357,5,1,0,0
223358,1,0,1,1
223358,2,0,1,1
223358,3,0,1,1
223359,1,0,0,1
223359,2,0,0,1
223359,3,1,0,1
223360,1,0,1,0
223360,2,0,1,0
223360,3,0,1,0
223360,4,0,1,0
223360,5,0,1,0
223361,1,0,0,1
223361,2,0,0,1
223361,3,0,0,1
223361,4,0,0,1
223361,5,1,0,1
223362,1,0,0,0
223362,2,1,0,0
223363,1,0,0,0
223363,2,0,0,0
223363,3,0,0,0
223363,4,0,0,0
223363,5,1,0,0
223364,1,0,0,0
223364,2,0,0,0
223364,3,0,0,0
223364,4,1,0,0
224306,1,0,1,0
224306,2,0,1,0
224307,1,1,0,0
224313,1,0,0,0
224313,2,1,0,0
224314,1,0,1,1
224314,2,0,1,1
224319,1,0,0,0
224319,2,1,0,0
224320,1,0,0,1
224320,2,0,0,1
224320,3,0,0,1
224320,4,1,0,1
224321,1,0,1,0
224321,2,0,1,0
224323,1,0,0,1
224323,2,1,0,1
224324,1,0,1,0
224324,2,0,1,0
224324,3,0,1,0
224328,1,0,0,1
224328,2,1,0,1
224333,1,1,0,1
224335,1,0,0,0
224335,2,1,0,0
224338,1,0,0,1
224338,2,1,0,1
224339,1,0,1,0
224339,2,0,1,0
224339,3,0,1,0
224340,1,0,1,0
224340,2,0,1,0
224340,3,0,1,0
224340,4,0,1,0
224340,5,0,1,0
224348,1,0,0,1
224348,2,1,0,1
224349,1,0,1,0
224349,2,0,1,0
224349,3,0,1,0
224352,1,0,0,0
224352,2,1,0,0
224356,1,0,0,0
224356,2,0,0,0
224356,3,1,0,0
224357,1,0,0,1
224357,2,1,0,1
224359,1,0,0,1
224359,2,1,0,1
224362,1,0,1,1
224362,2,0,1,1
224362,3,0,1,1
224367,1,0,0,1
224367,2,1,0,1
224368,1,0,1,1
224368,2,0,1,1
226301,1,0,0,0
226301,2,0,0,0
226301,3,1,0,0
226307,1,0,0,0
226307,2,0,0,0
226307,3,0,0,0
226307,4,1,0,0
226308,1,0,0,0
226308,2,0,0,0
226308,3,1,0,0
226309,1,0,0,0
226309,2,0,0,0
226309,3,0,0,0
226309,4,0,0,0
226309,5,1,0,0
226310,1,0,1,0
226310,2,0,1,0
226310,3,0,1,0
226310,4,0,1,0
226319,1,0,0,1
226319,2,0,0,1
226319,3,0,0,1
226319,4,1,0,1
226324,1,0,0,0
226324,2,1,0,0
226326,1,0,0,0
226326,2,0,0,0
226326,3,1,0,0
226333,1,0,0,0
226333,2,0,0,0
226333,3,1,0,0
226336,1,0,1,0
226336,2,0,1,0
226339,1,0,0,0
226339,2,0,0,0
226339,3,1,0,0
226342,1,0,1,0
226342,2,0,1,0
226342,3,0,1,0
226342,4,0,1,0
226342,5,0,1,0
226344,1,0,1,0
226347,1,0,0,1
226347,2,1,0,1
226348,1,0,1,0
226348,2,0,1,0
226348,3,0,1,0
226349,1,0,1,1
226349,2,0,1,1
226350,1,0,0,0
226350,2,0,0,0
226350,3,1,0,0
226351,1,0,1,1
226357,1,0,1,0
226362,1,0,1,0
226362,2,0,1,0
226362,3,0,1,0
226362,4,0,1,0
226362,5,0,1,0
226371,1,0,0,1
226371,2,0,0,1
226371,3,0,0,1
226371,4,1,0,1
226377,1,0,0,1
226377,2,1,0,1
226387,1,1,0,0
226391,1,0,1,0
226391,2,0,1,0
226391,3,0,1,0
226397,1,0,1,0
226404,1,0,0,1
226404,2,0,0,1
226404,3,1,0,1
226405,1,0,1,1
226405,2,0,1,1
226406,1,0,1,0
226406,2,0,1,0
227309,1,0,1,1
227316,1,0,1,1
227321,1,0,0,1
227321,2,0,0,1
227321,3,0,0,1
227321,4,0,0,1
227321,5,1,0,1
227325,1,0,0,0
227325,2,1,0,0
227331,1,0,1,1
227335,1,0,0,0
227335,2,1,0,0
227336,1,0,1,1
227336,2,0,1,1
227336,3,0,1,1
227337,1,0,0,1
227337,2,1,0,1
227339,1,0,0,0
227339,2,1,0,0
227341,1,0,0,1
227341,2,1,0,1
227343,1,0,1,1
227343,2,0,1,1
227343,3,0,1,1
227343,4,0,1,1
227343,5,0,1,1
227344,1,0,0,0
227344,2,1,0,0
227345,1,0,1,1
227345,2,0,1,1
227345,3,0,1,1
227345,4,0,1,1
227345,5,0,1,1
227346,1,0,1,0
227346,2,0,1,0
227350,1,0,0,1
227350,2,1,0,1
227351,1,0,1,1
227351,2,0,1,1
227351,3,0,1,1
227352,1,0,0,1
227352,2,0,0,1
227352,3,1,0,1
227354,1,0,0,1
227354,2,1,0,1
227355,1,0,1,0
227355,2,0,1,0
227355,3,0,1,0
227355,4,0,1,0
227355,5,0,1,0
227356,1,0,0,1
227356,2,0,0,1
227356,3,0,0,1
227356,4,1,0,1
227358,1,1,0,1
227359,1,0,0,0
227359,2,1,0,0
227360,1,0,1,1
227360,2,0,1,1
227360,3,0,1,1
227361,1,0,0,0
227361,2,1,0,0
227362,1,0,1,0
227362,2,0,1,0
227363,1,0,1,0
227363,2,0,1,0
227364,1,0,1,0
227364,2,0,1,0
228304,1,0,0,1
228304,2,0,0,1
228304,3,0,0,1
228304,4,1,0,1
228305,1,0,0,1
228305,2,0,0,1
228305,3,0,0,1
228305,4,1,0,1
228307,1,0,0,0
228307,2,1,0,0
228308,1,0,0,0
228308,2,0,0,0
228308,3,1,0,0
228310,1,0,1,1
228312,1,0,1,1
228312,2,0,1,1
228312,3,0,1,1
228312,4,0,1,1
228312,5,0,1,1
228313,1,0,0,1
228313,2,1,0,1
228315,1,0,0,0
228315,2,1,0,0
228319,1,0,0,1
228319,2,1,0,1
228321,1,0,0,1
228321,2,0,0,1
228321,3,0,0,1
228321,4,1,0,1
228322,1,0,0,0
228322,2,0,0,0
228322,3,0,0,0
228322,4,0,0,0
228322,5,1,0,0
228323,1,0,0,0
228323,2,1,0,0
228324,1,0,1,1
228326,1,0,0,0
228326,2,0,0,0
228326,3,1,0,0
228328,1,0,1,0
228328,2,0,1,0
228328,3,0,1,0
228329,1,0,0,0
228329,2,0,0,0
228329,3,1,0,0
228330,1,0,0,1
228330,2,1,0,1
228331,1,1,0,0
228332,1,0,0,0
228332,2,1,0,0
228335,1,0,0,0
228335,2,0,0,0
228335,3,1,0,0
228337,1,0,0,0
228337,2,0,0,0
228337,3,1,0,0
228339,1,0,1,1
228339,2,0,1,1
228339,3,0,1,1
228339,4,0,1,1
228339,5,0,1,1
228341,1,0,0,0
228341,2,1,0,0
228343,1,0,0,1
228343,2,1,0,1
228346,1,0,0,0
228346,2,1,0,0
228347,1,0,1,1
228347,2,0,1,1
228347,3,0,1,1
228347,4,0,1,1
228347,5,0,1,1
228348,1,0,1,0
228348,2,0,1,0
228348,3,0,1,0
228348,4,0,1,0
228348,5,0,1,0
228349,1,1,0,1
228350,1,0,0,0
228350,2,0,0,0
228350,3,1,0,0
228351,1,0,0,0
228351,2,0,0,0
228351,3,0,0,0
228351,4,0,0,0
228351,5,1,0,0
228352,1,0,0,0
228352,2,0,0,0
228352,3,0,0,0
228352,4,1,0,0
228353,1,0,0,1
228353,2,0,0,1
228353,3,1,0,1
228354,1,0,0,0
228354,2,0,0,0
228354,3,0,0,0
228354,4,1,0,0
228360,1,0,0,0
228360,2,1,0,0
228361,1,0,0,1
228361,2,1,0,1
228362,1,0,0,0
228362,2,1,0,0
228364,1,0,0,0
228364,2,0,0,0
228364,3,1,0,0
228365,1,0,1,1
228365,2,0,1,1
228365,3,0,1,1
228365,4,0,1,1
228365,5,0,1,1
228367,1,0,0,1
228367,2,1,0,1
228370,1,0,0,0
228370,2,0,0,0
228370,3,0,0,0
228370,4,0,0,0
228370,5,1,0,0
228373,1,0,0,1
228373,2,1,0,1
228374,1,0,0,0
228374,2,0,0,0
228374,3,0,0,0
228374,4,0,0,0
228374,5,1,0,0
228375,1,0,0,0
228375,2,1,0,0
228376,1,0,0,0
228376,2,0,0,0
228376,3,0,0,0
228376,4,1,0,0
228379,1,0,1,0
228379,2,0,1,0
228379,3,0,1,0
228380,1,0,0,1
228380,2,0,0,1
228380,3,0,0,1
228380,4,0,0,1
228380,5,1,0,1
228383,1,1,0,0
228386,1,0,0,1
228386,2,1,0,1
229301,1,0,1,0
229301,2,0,1,0
229301,3,0,1,0
229301,4,0,1,0
229301,5,0,1,0
229302,1,0,0,1
229302,2,1,0,1
229303,1,0,0,1
229303,2,1,0,1
229305,1,0,1,1
229305,2,0,1,1
229305,3,0,1,1
229307,1,0,0,1
229307,2,1,0,1
229308,1,0,0,0
229308,2,0,0,0
229308,3,0,0,0
229308,4,1,0,0
229311,1,0,1,0
229313,1,0,0,0
229313,2,1,0,0
229315,1,0,1,0
229315,2,0,1,0
229315,3,0,1,0
229318,1,0,1,0
229319,1,0,1,0
229320,1,0,0,1
229320,2,0,0,1
229320,3,0,0,1
229320,4,0,0,1
229320,5,1,0,1
229321,1,0,0,1
229321,2,1,0,1
229322,1,0,0,0
229322,2,0,0,0
229322,3,0,0,0
229322,4,1,0,0
229323,1,0,0,0
229323,2,1,0,0
229324,1,0,1,1
229324,2,0,1,1
229326,1,0,0,0
229326,2,1,0,0
229327,1,0,0,1
229327,2,1,0,1
229329,1,0,1,1
229329,2,0,1,1
229329,3,0,1,1
229330,1,0,0,1
229330,2,0,0,1
229330,3,1,0,1
229331,1,0,0,1
229331,2,1,0,1
229332,1,0,1,1
229332,2,0,1,1
229333,1,0,1,1
229333,2,0,1,1
229333,3,0,1,1
229334,1,0,0,1
229334,2,1,0,1
229335,1,0,0,1
229335,2,0,0,1
229335,3,0,0,1
229335,4,1,0,1
229336,1,0,0,1
229336,2,1,0,1
229338,1,0,0,1
229338,2,0,0,1
229338,3,0,0,1
229338,4,1,0,1
229340,1,0,1,1
229340,2,0,1,1
229340,3,0,1,1
229341,1,0,1,0
229341,2,0,1,0
229341,3,0,1,0
229342,1,0,1,0
229342,2,0,1,0
229343,1,0,0,1
229343,2,1,0,1
229344,1,0,0,0
229344,2,1,0,0
229345,1,0,1,0
229345,2,0,1,0
229347,1,0,1,0
229347,2,0,1,0
229347,3,0,1,0
229347,4,0,1,0
229347,5,0,1,0
229348,1,0,1,1
229349,1,0,0,1
229349,2,1,0,1
229350,1,0,0,1
229350,2,1,0,1
229351,1,0,1,0
229351,2,0,1,0
229351,3,0,1,0
229352,1,0,0,1
229352,2,1,0,1
229353,1,0,1,0
229356,1,0,0,0
229356,2,0,0,0
229356,3,0,0,0
229356,4,1,0,0
229357,1,0,0,1
229357,2,1,0,1
229358,1,0,1,0
229359,1,1,0,0
229360,1,0,0,1
229360,2,0,0,1
229360,3,0,0,1
229360,4,1,0,1
229361,1,0,1,1
229361,2,0,1,1
229361,3,0,1,1
229362,1,0,0,1
229362,2,1,0,1
229363,1,0,1,0
229363,2,0,1,0
229364,1,0,0,1
229364,2,0,0,1
229364,3,1,0,1
229365,1,0,0,0
229365,2,0,0,0
229365,3,0,0,0
229365,4,0,0,0
229365,5,1,0,0
229366,1,0,0,0
229366,2,1,0,0
229367,1,0,0,0
229367,2,0,0,0
229367,3,1,0,0
229368,1,0,0,1
229368,2,1,0,1
229369,1,0,0,0
229369,2,1,0,0
230301,1,0,0,0
230301,2,0,0,0
230301,3,0,0,0
230301,4,1,0,0
230302,1,0,1,1
230302,2,0,1,1
230302,3,0,1,1
230302,4,0,1,1
230302,5,0,1,1
230308,1,0,1,1
230308,2,0,1,1
230308,3,0,1,1
230308,4,0,1,1
230308,5,0,1,1
230310,1,0,0,1
230310,2,0,0,1
230310,3,0,0,1
230310,4,0,0,1
230310,5,1,0,1
230311,1,0,0,1
230311,2,0,0,1
230311,3,1,0,1
230314,1,0,0,1
230314,2,0,0,1
230314,3,0,0,1
230314,4,1,0,1
230316,1,0,1,0
230316,2,0,1,0
230317,1,0,1,1
230317,2,0,1,1
230317,3,0,1,1
230317,4,0,1,1
230317,5,0,1,1
230320,1,0,0,0
230320,2,0,0,0
230320,3,1,0,0
230324,1,0,0,1
230324,2,0,0,1
230324,3,1,0,1
230330,1,0,1,1
230330,2,0,1,1
230339,1,0,0,1
230339,2,0,0,1
230339,3,1,0,1
230340,1,0,1,0
230341,1,0,1,0
230341,2,0,1,0
230342,1,0,1,0
230343,1,0,1,1
230343,2,0,1,1
230343,3,0,1,1
230343,4,0,1,1
230343,5,0,1,1
230348,1,0,1,0
230348,2,0,1,0
230349,1,0,0,0
230349,2,0,0,0
230349,3,1,0,0
230351,1,0,0,0
230351,2,0,0,0
230351,3,1,0,0
230353,1,0,0,1
230353,2,0,0,1
230353,3,0,0,1
230353,4,1,0,1
230363,1,0,1,1
230363,2,0,1,1
230363,3,0,1,1
230363,4,0,1,1
230363,5,0,1,1
231304,1,0,0,1
231304,2,1,0,1
231305,1,0,0,0
231305,2,1,0,0
231306,1,0,0,1
231306,2,0,0,1
231306,3,0,0,1
231306,4,1,0,1
231307,1,0,0,0
231307,2,0,0,0
231307,3,1,0,0
231312,1,1,0,1
231319,1,0,0,1
231319,2,1,0,1
231320,1,0,0,1
231320,2,0,0,1
231320,3,0,0,1
231320,4,1,0,1
231321,1,1,0,1
231322,1,0,1,1
231325,1,0,0,1
231325,2,1,0,1
231326,1,0,0,1
231326,2,0,0,1
231326,3,1,0,1
231327,1,0,0,1
231327,2,1,0,1
231328,1,0,0,1
231328,2,1,0,1
231330,1,0,0,0
231330,2,0,0,0
231330,3,1,0,0
231331,1,0,0,1
231331,2,1,0,1
231332,1,0,1,0
231332,2,0,1,0
231332,3,0,1,0
231332,4,0,1,0
231332,5,0,1,0
231334,1,0,1,0
231334,2,0,1,0
231334,3,0,1,0
231335,1,1,0,0
231336,1,0,0,1
231336,2,1,0,1
231338,1,0,0,1
231338,2,0,0,1
231338,3,1,0,1
231339,1,1,0,1
231340,1,0,0,1
